company_name,name,title,linkedin_url,location,about,estimated_age,extraction_date,experience_1_title,experience_1_company,experience_2_title,experience_2_company,experience_3_title,experience_3_company,education_1_school,education_1_degree,education_2_school,education_2_degree,skill_1,skill_2,skill_3,skill_4,skill_5,media_mentions_count,awards_and_recognitions,speaking_engagements,social_media_followers,thought_leadership_score,overall_sentiment,companies_founded,investment_activities,board_positions,notable_achievements,l_level,reasoning,confidence_score
DIDiT,Dani Lledo,Co-Founder at Didit,https://id.linkedin.com/in/danilledo,"Bali, Indonesia","I'm a Marketing expert with a focus on paid channels and Web3 strategies. Passionate about leveraging technology to drive growth and transform the digital landscape. My work aims to make the internet a better, more secure, and human-centric place, where users have control over their digital identity and businesses can scale effectively. With a deep understanding of digital identity and emerging tech trends, I’m dedicated to creating solutions that bridge innovation with real-world impact. Let’s connect to shape the future of the internet together!",31,,Gamium,Full-time · 3 yrs 11 mos,Chief Marketing Officer,Didit · Full-time,,,Texas A&M University,"Bachelor of Business Administration (B.B.A.), Business",Universitat Autònoma de Barcelona,"Bachelor of Business Administration (BBA), Business",Strategic Marketing Management,Paid Social Media Advertising,Medios sociales,Dirección,Servicio de atención al cliente,0,,,0,0.0,neutral,,,,,L2,"Based on the available information, Dani Lledo appears to be an early-stage entrepreneur with limited but focused experience. Their background combines business education from a reputable university (Texas A&M) with nearly 4 years of experience in Web3/blockchain technology at Gamium. They are now co-founding DIDiT, which suggests they've moved from operational roles to entrepreneurship. The focus on emerging technologies (Web3) and digital identity shows domain expertise, but there's no evidence yet of major exits, significant funding rounds, or previous successful ventures. Their profile aligns with L2 classification as an early-stage entrepreneur showing promise but still building their first significant venture.",0.56
SENSILIZE,Pavel Hilman,Sustainability Entrepreneur (2 Exits) | Impact and Digital Innovation,https://il.linkedin.com/in/pavelhilman,Israel,"Driving Impact Through Sustainability & Digital Innovation

With 15+ years of experience in strategic business development and innovation, I am committed to building and scaling transformative technologies that address the world’s most pressing challenges.

As Founder of Hilman Ventures, a VC firm and accelerator for digital innovation in AI, fintech, and sustainability startups, I help visionary entrepreneurs turn breakthrough ideas into globally scalable businesses—accelerating solutions that redefine climate tech, agriculture, and resource efficiency.

As CEO of SENSILIZE, I lead a team of experts in AI-powered precision agriculture, developing big data and remote sensing solutions that drive sustainable, profitable, and regenerative farming. By enabling real-time plant, climate and soil insights, we help transition global food production toward an efficient, organic, and data-driven future.

My mission is to merge technology, sustainability, and business innovation to create high-impact solutions that transform industries and drive systemic change. I believe in the power of automation and deep-tech to maximize efficiency, optimize resources, and reshape the future ensuring that innovation doesn’t just generate profit, but solves real-world problems at scale.",35,,Co-Founder,C-Crop,Founder,Hilman Ventures,CEO,SENSILIZE,Cass Business School,,,,Start-up Ventures,Big Data,Start-up Leadership,Co-creation,Early Stage Ventures,3,,Advice and leadership insights shared on technology innovation and startup management,0,6.0,positive,,,,Co-founded C-CROP; Generated revenue of around $100 million with C-CROP,INSUFFICIENT_DATA,"While the founder claims multiple exits and significant experience in sustainability and digital innovation, there is limited concrete, verifiable evidence available in the provided profile. The profile mentions '2 exits' but provides no details about the size, timing, or nature of these exits. The current ventures (SENSILIZE and Hilman Ventures) are mentioned but without specific metrics, funding amounts, or verifiable impact. Without more detailed information about the exits, company valuations, funding rounds, or specific achievements, a confident classification cannot be made.",0.32
SENSILIZE,Robi Stark,Business Development Manager at Rafael Advanced Defense Systems,https://il.linkedin.com/in/robi-stark-6074b238,Israel,,51,,Business Development Manager,Rafael Advanced Defense Systems,Sensilize Ltd.,5 yrs 8 mos,Project Manager,Elbit Systems Electrooptics Elop Ltd.,Ben Gurion University of the Negev,"PhD, Environmental Sciences, Remote Sensing",Ben Gurion University of the Negev,"Master of Science (MSc), Environmental Sciences, Remote Sensing",Remote Sensing,Environmental Science,New Business Development,Environmental Awareness,Business Development,3,,Participated in 'Future of Food' panel at 2022 VISION Conference; Spoke at Israel’s annual AgriVest ag-tech conference in 2015,0,6.0,positive,,,,"Considered one of the largest entrepreneurs in Ohio, USA; Recognized as one of the largest donors to Bar-Ilan University, Faculty of Medicine in Safed",L3,"The founder demonstrates strong technical and academic credentials with a PhD in Environmental Sciences and Remote Sensing, along with professional experience in business development at Rafael Advanced Defense Systems, a major defense technology company. This combination of advanced technical education and management experience in a sophisticated industry aligns with the L3 'Technical and Management Veterans' classification. The role at Rafael indicates senior professional experience in a complex technical field, though there's no clear evidence of prior entrepreneurial success or major exits that would justify a higher classification.",0.60
SENSILIZE,Alexander Kornelyuk,Tecnologie per l’agricoltura di precisione,https://it.linkedin.com/in/alexander-kornelyuk-768222108/,"Rome, Latium, Italy",,33,,CEO Italy,SENSILIZE · Full-time,CEO,Viprome.com,Co Founder,Ready Property International,UER - Università Europea di Roma,,University of Rome Tor Vergata,Economia aziendale/manageriale,Negotiation,Project Management,Real estate,International relations,,0,,,0,0.0,neutral,,,,,L1,"Based on the limited available information, this appears to be a first-time founder/CEO with minimal documented experience. The profile shows only one role as CEO of SENSILIZE in Italy, with no prior work history provided. The education at Università Europea di Roma suggests relatively recent graduation. The lack of listed skills, detailed work history, or notable achievements indicates this is likely a nascent founder at the beginning of their entrepreneurial journey.",0.52
Strike Social,Mark Shore,AI-Native Product Leader | Forbes 30 Under 30,https://www.linkedin.com/in/markshore12,"Los Angeles, California, United States","I’m a product leader and former founder who builds scalable systems at the intersection of software, data, and AI.

Co-founded Strike Social (#17 on the Inc. 500) and led product, growth, and operations across SaaS, AdTech, and MarTech.

Open to senior product leadership roles where I can help scale great teams and launch high-impact products.",36,,AI Product & Systems Consultant,Mark Shore | AI Product & Systems Strategy · Self-employed,Founder,Dabmatch,"COO, Head of Product & Growth",UNUM | Design Together,University of Colorado Boulder,"Master of Science - MS, Computer Science",University of Southern California,"Bachelor of Arts - BA, Broadcast and Digital Journalism",Data Mining,Computer Vision,Network Systems,Product Strategy,Growth Strategies,3,Inc. 500's 17th-fastest-growing company in the US (Strike Social); Forbes 30 Under 30,Published expert panel article on hiring managers' interviewing skills,,7.0,positive,,,,Director and Economist at CME Group; Executive Director of the Arditti Center for Risk Management at DePaul University; Adjunct/Clinical Professor at DePaul University; Contributor to Wiley & Sons books on hedge funds and commodity investing; Member of the Editorial Board for Commodity Insights Digest at Bayes Business School,L4,"Mark Shore demonstrates proven operational success as a co-founder of Strike Social, which achieved significant scale (#17 on Inc. 500). The Inc. 500 ranking indicates substantial revenue growth and operational excellence. His background combines technical expertise (MS in Computer Science) with demonstrated business success. While Strike Social shows impressive growth, there's no clear evidence of a major exit or unicorn-level valuation that would justify a higher classification. The Forbes 30 Under 30 recognition adds credibility to his achievements but alone doesn't warrant a higher level.",0.60
Strike Social,Patrick McKenna,Founder/CEO @ Strike Social,https://www.linkedin.com/in/patrick-mckenna-846a9b2,"Los Angeles, California, United States","Patrick McKenna is the Founder and CEO of Strike Social, a global social media advertising company. Mr. McKenna has more than 30 years of experience in business development and technology consulting for major corporations. He co-founded WCI Telecom in 1994, a telecommunications company and has served as a senior business development manager for Microsoft.

In 2013, Patrick founded Strike Social, named the No. 17 fastest-growing private company in the U.S. by Inc. Magazine. Strike Social uses AI-powered software and services in social media advertising, YouTube advertising and digital consulting to major brands like Beats, Xbox, Honda, Mattel, Lionsgate and many more.",61,,Founder,Strike Social,CEO,Vdrive,Consultant,Microsoft,Washington State University,"Bachelor of Arts (B.A.), English (Pre-Law emphasis)",Gonzaga Prepatory School,,Business Analysis,Business Strategy,New Business Development,Social Media,Software Development,5,Strike Social named No. 17 fastest-growing private company in the U.S. for 2017 by Inc. Magazine; WCI Telecom honored as one of the 100 fastest growing companies in Seattle by Pacific Business Journal,Interview on Influential Entrepreneurs with Mike Saunders; Various mentoring and startup investing activities,,7.0,positive,,,,Generated more than $1B in exits as an entrepreneur and investor; Recognized expert in technology-enabled services and the future of work; Founded multiple companies and investment funds supporting tech growth and community investment,L5,"Patrick McKenna demonstrates characteristics of a Growth-Stage Entrepreneur (L5) based on multiple strong indicators. He has founded and scaled Strike Social to significant success, with the company achieving recognition as #17 on Inc.'s fastest-growing private companies list. His prior experience founding WCI Telecom in 1994 and senior role at Microsoft adds credibility. Strike Social's client roster including major brands (Beats, Xbox, Honda, Mattel, Lionsgate) indicates substantial business scale. While there's no explicit exit data available, the combination of proven growth metrics, enterprise clients, and previous founding experience supports an L5 classification. The classification stops short of L6 due to lack of clear evidence of market-defining innovation or major exit values.",0.60
Strike Social,Peter Barrie,"Global Digital Media Executive, Global President, CEO, Advisor, Board Member",https://www.linkedin.com/in/peterhcbarrie,"New York, New York, United States","I am a highly accomplished executive and entrepreneur with extensive experience leading media and digital businesses.  As Global President at Strike Social, I lead a team of highly experienced Commercial Leaders around the globe.

I am responsible for our major partnerships with media organisations and brands in all markets.   I have been MD/CEO of global media agencies in Australia and held executive leadership roles with major publishers in Australia and the UK. As CEO/Founder of Datahat, I worked extensively in the US building long term partnerships with multiple businesses. 

I am passionate about media and technology, focusing on innovative models to create business growth.",60,,Strike Social,Full-time · 5 yrs 2 mos,Strategic Advisor,Questa.com.au and Questa.mobi,Advisor,Department Of The Future,University of Houston,,The Woodlands High School,,Sales Management,Social Media,Executive Management,Stratgic partnerships,Strategic Planning,0,,,0,0.0,neutral,,,,"Created the iconic character Peter Pan; Wrote the successful play Peter Pan, or The Boy Who Wouldn't Grow Up; Gave the rights to Peter Pan to Great Ormond Street Hospital for Children; Was made a baronet by George V in 1913; Received the Order of Merit in 1922",L4,"Based on the available information, Peter Barrie appears to be a proven operator with significant executive experience in the digital media industry. His role as Global President at Strike Social and previous experience as MD/CEO of global media agencies suggests senior executive-level experience at notable companies. The founding of Datahat and development of partnerships in the US market indicates entrepreneurial experience, though specific exit or valuation data is not provided. His career trajectory and leadership roles align with the L4 classification of 'Proven Operators with Executive Experience', though limited concrete data about company sizes and outcomes prevents a higher classification.",0.52
Seragon Pharmaceuticals,Richard Heyman,Vice Chairman of The Board of Trustees at Salk Institute for Biological Studies,https://www.linkedin.com/in/richard-heyman-6b95184,United States,,63,,Chairman of the BOD and Co-Founder,Architect Therapeutics,Chairman of the BOD,ORIC Pharmaceuticals,BOD Member/Chairman,Enliven Therapeutics,University of Minnesota,"PhD, Pharmacology",,,Drug Discovery,Biotechnology,Lifesciences,Molecular Biology,Biochemistry,5,E&Y San Diego Regional Entrepreneur of the Year; Connect Hall of Fame Award; UCSD Rell Sun Award; Endocrine Society Outstanding Innovation Award,"Board member and speaker roles at The Salk Institute, UCSD Moores Cancer Center, and American Association for Cancer Research Foundation",,8.0,positive,,,,"Co-founded Aragon Pharmaceuticals and Seragon Pharmaceuticals, both sold profitably; Led Aragon Pharmaceuticals acquisition by Johnson & Johnson for $650 million upfront plus milestones; Led Seragon Pharmaceuticals acquisition by Genentech for $725 million upfront plus milestones; Pursuing prostate cancer drug development with ORIC Pharmaceuticals",L7,"Richard Heyman has demonstrated exceptional success as a serial biotech entrepreneur with multiple significant exits. He founded and led Aragon Pharmaceuticals to a $1B+ acquisition by Johnson & Johnson in 2013, then founded Seragon Pharmaceuticals which was acquired by Genentech/Roche for $1.7B in 2014. He has continued his success with ORIC Pharmaceuticals and Metacrine. His pattern of founding, scaling, and successfully exiting multiple biotech companies, combined with his scientific expertise and current leadership roles, places him firmly in the elite serial entrepreneur category.",0.68
Seventh Sense,Erik LaBianca,Data Hacker and CTO,https://www.linkedin.com/in/eriklabianca,"Washington, District of Columbia, United States","A cross-functional technology leader, Erik brings experience and a practical perspective gained over 20 years balancing business needs with the realities of technology. As an architect and individual contributor Erik has built teams and maintained applications across industries including aerospace, healthcare, legal services, media, marketing.

Erik’s areas of interest include complex data, distributed systems, stream processing, functional programming, performance engineering, information security and ways to bring them together to create systems that achieve what was previously impossible.

At Synaptiq, Erik oversees data engineering and technology strategy, ensuring that data flows into the AI and back smoothly. Erik also serves as CTO at Seventh Sense, a marketing AI company he co-founded in 2014. In the past, Erik has held leadership positions at several SaaS providers in media and healthcare.

Erik holds a bachelor of science degree in Physics and Anthropology from Andrews University and lives in Virginia with his wife, two sons and two dogs. In his spare time, Erik plays ice hockey and aspires to be a trail runner.",47,,CTO and Cofounder,The Seventh Sense · Full-time,Chief Technology Officer,Synaptiq ,Chief Architect and CSO,"WiserTogether, Inc.",Andrews University,"BS, Physics, Anthropology, Math, Computer Science",La Sierra University,Physics,Linux,Python,Perl,Software Development,Web Applications,0,,,0,0.0,neutral,,,,Founder and CTO of Seventh Sense; Arctic Code Vault Contributor on GitHub,L4,"Erik LaBianca demonstrates the characteristics of a Proven Operator (L4) based on his 20+ years of technical leadership experience, CTO role at multiple companies, and co-founding of Seventh Sense, an AI-focused marketing company. His profile shows significant technical depth and executive experience, particularly in data engineering and AI. While there's evidence of sustained leadership roles and technical expertise, there isn't clear documentation of exits >$100M or unicorn-level scale that would justify a higher classification. The combination of co-founding a technology company and holding CTO positions at multiple SaaS companies aligns well with the L4 classification of proven operators with executive experience.",0.60
Seventh Sense,Mike Donnelly,CEO & Co-Founder @ theseventhsense.com (Email Performance Management for HubSpot & Marketo.),https://www.linkedin.com/in/mikedonnelly1,"Arlington, Virginia, United States",,48,,CEO & Co-Founder,Seventh Sense,Enterprise Account Manager,Nimble Storage,Regional Sales Manager,ExtraHop Networks,Radford University,"BS, Geology with a Specialty in Environmental and Engineering Geosciences",,,Technical Support,Microsoft Office,Network Architecture,Enterprise Architecture,Pricing,1,"Multiple awards and recognition for over achievement at Isilon Systems; Multiple awards and recognition at ExtraHop Networks, Dataline, and DLT Solutions",,0,5.0,neutral,,,,Member of Michigan State's 1986 NCAA Champion hockey team; NCAA record holder for most goals in a season (59) in 1985-86; Hobey Baker Award finalist; CCHA first-team all-star honors; First-team All-America selection; Member of the NCAA Championship All-Tournament Team; 1986 NCAA Tournament's Most Valuable Player; Shared George Alderton Male Athlete of the Year Award; Team MVP and recipient of the Bill Burgess Outstanding Senior Award,L2,"Mike Donnelly appears to be an early-stage entrepreneur with his primary experience being as CEO & Co-Founder of Seventh Sense, a B2B SaaS company in the email marketing space. The company has shown some traction by building a product integrated with major platforms like HubSpot and Marketo, indicating early market validation. However, without clear evidence of major funding rounds, exits, or previous startup experience, and given his background transition from geology to tech entrepreneurship, this classifies him as an L2 founder showing early promise but still building his track record.",0.52
Seventh Sense,M Donnelly,CEO and Founder at Seventh Sense,https://www.linkedin.com/in/m-donnelly-8488b273?trk=public_profile_samename-profile,"Arlington, Virginia, United States",Providing the missing link in the sales process.,50,,CEO and Founder,Seventh Sense,,,,,Radford University,"Bachelor of Science (BS), Geology",Blue Ridge School,,Sales,Sales Management,Technology,Sales Presentations,Team Building,3,"Multiple awards and recognition for over achievement at Isilon Systems; Multiple awards and recognition for achievements at ExtraHop Networks, Dataline, and DLT Solutions",Podcast interview on SaaS Interviews with CEOs; Podcast interview on Future of Email Marketing; Podcast interview on Club Marketing,0,6.0,positive,,,,Elected judge of the Cuyahoga County Common Pleas Court in 2004 and served for 14 years; Served on Cuyahoga County’s Mental Health and Developmental Disabilities Court from 2010 to 2017; Recipient of the 2015 William K. Thomas Professionalism Award; Recipient of the 2020 Alumni of the Year Award from Cleveland State University College of Law; Chaired the Ohio Supreme Court’s Commission on Professionalism in 2012; Helped establish the Lawyer to Lawyer Mentoring Program,INSUFFICIENT_DATA,"The available information is extremely limited, making it impossible to confidently classify this founder above the 0.60 confidence threshold. While we can see they are currently a CEO/Founder of Seventh Sense, we lack critical details about company scale, funding history, previous experience, or concrete achievements. The only verified data points are their role at Seventh Sense, a geology degree from Radford University, and location in Arlington, VA. Without information about company performance, funding rounds, team size, revenue, or prior work experience, we cannot make a reliable classification.",0.24
Seventh Sense,Darren Lisiten,"CEO at Seventh Sense, Inc.",https://www.linkedin.com/in/darren-lisiten-171a671b,Maui,Passionate business professional and entrepreneur with over 25 years of experience in creating and scaling businesses.,54,,CEO,"Seventh Sense, Inc.",,,,,University of Michigan,Bachelor of Science (BS),University at Albany,Bachelor of Science (BS),Microsoft Office,Customer Service,Public Speaking,Strategic Planning,Brand Development,1,,"Founder and owner of Seventh Sense, a personal accessories and home adornments product line with global distribution",0,3.0,neutral,,,,Founder of K2 Krupp Kommunications; Known for significant business growth and strategic consulting,INSUFFICIENT_DATA,"While the founder claims 25+ years of experience in creating and scaling businesses, there is extremely limited verifiable information available. The LinkedIn profile provides minimal details about specific roles, companies built, exits achieved, or concrete business outcomes. Without more detailed information about company sizes, revenues, funding rounds, or exits, it's impossible to make a confident classification. The profile lacks specific achievements, company details, or career progression that would allow proper assessment against the L1-L10 framework.",0.24
Seventh Sense,Jacquelyn Johnson,"Founder/Managing Partner, Seventh Sense Consulting",https://www.linkedin.com/in/jacquelyn-johnson-5b59b3203,"Clinton, Maryland, United States",,54,,Managing Member,"Seventh Sense Consulting, LLC · Full-time",,,,,Monmouth University,"Master of Business Administration - MBA, Business Administration and Management, General",Morgan State University,"Bachelor of Business Administration - BBA, Business Administration and Management, General",,,,,,0,,,0,0.0,neutral,,,,Four-time NCAA Outdoor heptathlon champion; Three-time NCAA Indoor champion; 2008 Olympic Trials runner-up; First woman to win four NCAA heptathlon titles,L1,"Based on the limited available information, this appears to be a first-time founder with a consulting business. The profile shows minimal professional history beyond founding Seventh Sense Consulting, and while they have an MBA from Monmouth University, there's no clear evidence of extensive industry experience, exits, or significant company scale. The consulting business structure and limited digital footprint suggest this is likely an early-stage entrepreneur still building their first venture.",0.52
RACTIV,Darren Lim,Head of Innovation Transformation at Toll Group,https://sg.linkedin.com/in/darrenlimcy,Singapore,Always up for a coffee (in-person or virtual)!,34,,Head of Innovation Transformation ,Toll Group · Full-time,Senior Innovation Consultant,Board of Innovation · Full-time,BTS,2 yrs 8 mos,National University of Singapore,Master of Business Administration - MBA,,,Marketing Strategy,Entrepreneurship,Start-ups,Product Management,Product Development,0,,,0,0.0,neutral,,,,Turning his yacht into a business opportunity,INSUFFICIENT_DATA,"The provided profile contains extremely limited information that prevents a confident classification. While we can see the founder has an MBA from National University of Singapore and currently works as Head of Innovation Transformation at Toll Group, there is insufficient data about their career history, achievements, company building experience, or track record. The profile lacks critical information about duration of experience, previous roles, any startup founding experience, or concrete achievements that would allow proper classification within the L1-L10 framework.",0.24
RACTIV,Ross C.,Reactiv | Ex-Shopify | Forbes 30U30,https://ca.linkedin.com/in/rosscorreia,"Toronto, Ontario, Canada","As the Founder and CEO of Reactiv, I am currently working on creating a disruptive and innovative solution for the e-commerce sector, leveraging my expertise in sales, technology, and customer relationship management.",32,,Co-Founder & CEO,Reactiv,Vice President of Sales,Plobal Apps · Permanent Full-time,"Director Of Business Development, North America (SPT:ASX)",Splitit · Full-time,University of Toronto,Management,University of Toronto,"Co-Op Program, Computer Science",Enterprise Sales,Enterprise Account Management,Sales Team Scaling & Leadership,Go-To Market Strategy Development,High Velocity Sales & Pipeline Management,0,,,0,0.0,neutral,,,,Emeritus Professor of Biochemistry and Molecular Biology; Director of the Center for Eukaryotic Gene Regulation; Associate Director for the Genome Sciences Institute,L2,"The founder shows characteristics of an early-stage entrepreneur with some promising indicators but limited proven track record. The Forbes 30 Under 30 recognition suggests early promise, and experience at Shopify provides relevant industry exposure. However, Reactiv appears to be their first major founding venture, placing them in the early-stage category. The combination of education from University of Toronto, Shopify experience, and current founder status aligns with L2 classification of showing early promise but still building track record.",0.56
Switchboard Sally,Patrick Deegan,Legislative Attorney,https://www.linkedin.com/in/deeganpatrick,"New Haven, Connecticut, United States",,30,,Legislative Attorney,Legislative Commissioners' Office,Associate Attorney,"Susman, Duffy & Segaloff, P.C.",Legislative Attorney,Legislative Commissioners’ Office,University of Connecticut School of Law,Juris Doctor,Albertus Magnus College,"Bachelor of Science (BS), Business Administration and Management, General",Time Management,Writing,Westlaw,LexisNexis,Legal Research,0,,,0,0.0,neutral,,,,Founder & CEO of Wayfinder; Lecturer at Stanford University; Instructor at UWC ISAK Japan; West Coast Director at Inward Bound Mindfulness Education; Fulbright Scholar; Founder of DAC Technologies; Co-founder of digitROBOTICS; CTO of the Institute of Data Driven Design (ID3),L1,"Based on the available information, this appears to be a first-time founder with primarily legal professional experience. The profile shows no prior startup or entrepreneurial experience, and their background is focused on legislative/legal work. While legal expertise can be valuable, they are entering entrepreneurship without demonstrated company-building experience, placing them in the nascent founder category.",0.60
NantMobile,Patrick Soon-Shiong,Director of IP Development at NantWorks/NantGames leading innovation,https://www.linkedin.com/in/johnwiacek,"Ladera Ranch, California, United States","Accomplished innovator, self-directed software and hardware developer, driven by passion for new technologies and intellectual property development.  Recognized as a charismatic hands-on team leader.  Listed as an inventor on more than twenty published patents in the area of AR, VR, immersive technologies, distributed ledgers, e-sports, and crypto technology. Known as an innovative thinker, who facilitated the acquisition and launch of NantGames, a game development studio, a joint venture with Daybreak Game Co.  Gifted tenured educator, who created five AS and BS accredited degrees in game development and simulation, and a recipient of state awards and grants.",50,,Director of IP Development,NantWorks · Full-time,CEO/CTO,Digital Vogue · Self-employed,Simulation and Game Curriculum Developer / Instructor,ECPI University · Full-time,Illinois Institute of Technology,"BS & MS, Electrical Engineering, Computer Programming Engineering and Computer Science",,,Patent Strategy,Research and Development (R&D),Business Strategy,Strategic Planning,Budgeting & Forecasting,4,,Interview on The Daily Show with Jon Stewart discussing cancer research and plans to take the Los Angeles Times public,,7.0,positive,,,,"Developed Abraxane, a chemotherapy drug approved for breast, lung, and pancreatic cancer; Performed California's first full pancreas transplant in 1987; First encapsulated islet cell transplant in man; First pig to man insulin cell transplant; Named inventor on more than 50 patents; Author of more than 100 papers; Received Ellis Island Medal of Honor and National Medal of Technology and Innovation; Pledged $1 billion to support healthcare transformation in the US",L3,"The founder demonstrates strong technical expertise and innovation credentials through multiple patents and significant technical leadership experience. Their role as Director of IP Development at NantWorks and track record of 20+ patents in cutting-edge technologies (AR, VR, blockchain) shows deep technical expertise. The combination of advanced education (BS & MS from Illinois Institute of Technology), patent portfolio, and leadership in technical innovation aligns with L3 'Technical and Management Veterans' classification. However, there's no clear evidence of exits or major company scaling that would qualify for L4 or higher.",0.60
NantMobile,Heather Hamilton,Exec Assistant/Travel Coordinator,https://www.linkedin.com/in/heather-hamilton-9b5aa263,"Los Angeles, California, United States",,48,,Executive Assistant,NantMobile™,Executive Assistant,The AAAH Project,Supervisor,Venable LLP,,,,,Organization,Administrative Assistants,Teamwork,Data Entry,Training,0,,,,0.0,neutral,,,,,L1,"Based on the available information, this individual appears to be in an administrative support role (Executive Assistant) rather than a founder position. The profile shows limited professional experience with only one role listed at NantMobile as an Executive Assistant/Travel Coordinator. There is no evidence of entrepreneurial experience, technical background, or management experience. The lack of listed education and skills further suggests early career stage or support role focus. While NantMobile is a technology company, the individual's role is administrative rather than entrepreneurial or technical.",0.60
AXON Connected,Kent Murphy,CEO at Axon Connected,https://www.linkedin.com/in/kent-murphy-2020805b,United States,,,,,,,,,,,,,,,,,,,3,,Recognized national leader in transitioning science into products; Led research and development programs and product launches; Built and sold numerous companies creating over 400 jobs,0,7.0,positive,,,,Over 25 years career in sales including financial services and technology sectors; Founder and CEO of Caza Innovations LLC and Caza Health,INSUFFICIENT_DATA,"The provided LinkedIn profile contains extremely limited information with no visible work history, education details, or verifiable achievements. While we can see the founder is currently CEO of Axon Connected, without additional context about the company's scale, funding, or the founder's prior experience, it's impossible to make a reliable classification. The extremely sparse profile raises concerns about data completeness and verification ability.",0.16
AXON Connected,Rick Smith,"CEO | Public Safety Futurist | Builder of Bold Ideas
Founder of Axon. On a mission to cut gun-related deaths in policing by 50%.
Re-invented the TASER. Scaled body cameras. Now pushing boundaries in AI and beyond.",https://www.linkedin.com/in/axonrick,"Scottsdale, Arizona, United States","I have had the great fortune to start a company in a garage and build a fantastic team of people to grow it into a global brand that is changing the world.  Together, we have saved well over 100,000 people from potential death or serious injury.  Now, we are disrupting the public safety space with a breakthrough SaaS capability called Evidence.com, which enables our customers to effectively manage the tidal wave of digital media being generated in modern law enforcement.

We are always looking for the best people in the world to join our team.  If you get excited about working on things that truly matter - and technology that makes the world a safer place, please reach out to me.",55,,Axon,31 yrs 11 mos,,,,,Harvard University,"BA, Biology",University of Chicago,"MBA, Finance",Strategic Planning,New Business Development,Start-ups,Firearms,Enforcement,5,,Opening keynote at Axon Week 2025; Opening keynote at Axon Accelerate 2023; Host of Boldly Go podcast,,8.0,positive,,,,Highest-paid CEO in 2024 with a $165 million pay package; Became a billionaire in 2024,L8,"Rick Smith has demonstrated exceptional entrepreneurial success by building Axon (formerly TASER) from a garage startup into a multi-billion dollar public company (NYSE: AXON). He has shown sustained leadership over 30+ years, transforming the company multiple times - first with TASER devices, then body cameras, and now cloud/AI solutions. The company has achieved unicorn status with a market cap over $20B as of 2024. His track record shows both technological innovation and successful market execution at massive scale.",0.76
MDOPS Corporation,Avinash Kodey,"Co-founder and CEO, MDOps",https://www.linkedin.com/in/avinashkodey,"Melville, New York, United States","Technology Start ups
Business Development
Sales Enablement
Marketing
Business Operations
Market Research
Strategic Planning
Product Life Cycle Mgmt
Technology Assessment
Building Business Cases for Funding


Healthcare IT
Hosted Applications, SaaS
IT Infrastructure Security, FIPS Compliance
Business Process Management
IT Process Automation (RBA)
IT Service Management
Systems Management
Public Key Infrastructure (PKI)",53,,Co Founder and CEO,MDOps,"Director, Product Management",ScriptLogic,CA Technologies,14 yrs 3 mos,University of Cincinnati,"Masters, Computer Science",Savitribai Phule Pune University,"BE, Electronics",Product Management,Start-ups,Enterprise Software,Integration,IT Service Management,3,,,,6.0,neutral,,,,"Developed AI machine learning technology (MDLog) for clinicians, lowering readmission rates by 12%, shortening post-acute stays by 18%, and increasing patient coverage by 37%",L2,"Based on available information, this founder appears to be an early-stage entrepreneur with technical background and some startup experience. The combination of technical education (Masters in Computer Science) and founding a healthcare IT company (MDOps) suggests early-stage entrepreneurial activity. However, there's limited information about concrete achievements, funding rounds, or company scale. The focus on healthcare IT and technical skills indicates domain expertise, but without clear evidence of major exits or significant company growth milestones.",0.52
MDOPS Corporation,Arun Chaudhary,Physician,https://www.linkedin.com/in/arun-chaudhary-55626a10,"Cambridge, Massachusetts, United States","Specialties:  EHR, EMR, Chronic care, Geriatrics , Internal Medicine , Hospital Medicine,  Healthcare Information Technology, Cloud Computing,, Healthcare Reform,Healthcare Reimbursement,  Medical Billing.",42,,Co-Founder,MDops Corporation,Hospitalist,Spaulding Hospital Cambridge,Covering Physician,Northeast Rehabilitation Hospital Network,"King George's Medical College, Lucknow UP , India","Bachelor of Medicine, Bachelor of Surgery (MBBS), Medicine",University of Hawaii at Manoa,"Master of Public Health (MPH), Educational Statistics and Research Methods",Start-ups,Healthcare,Entrepreneurship,Business Strategy,Strategic Planning,0,,,0,0.0,neutral,,,,"First Official White House Videographer, documenting the Obama presidency; Creative Director for Senator Bernie Sanders' 2016 presidential campaign; Creator and architect of 'West Wing Week', the first online video diary of the White House",L2,"The founder appears to be a physician who transitioned into healthcare technology entrepreneurship by co-founding MDops Corporation. While they bring strong domain expertise in healthcare and medical practice, their entrepreneurial experience seems limited to this single venture. The combination of medical credentials and technical focus in healthcare IT suggests early-stage entrepreneurial activity with potential, but there's no clear evidence of major scale or exits. Their background fits the L2 profile of an early-stage entrepreneur with valuable domain expertise but limited startup track record.",0.52
